t_s,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,Cd,Cl,Cm
3,513.019,551.713,501.844,-4.32389,296.324,-326.176,0.499316,0.488439,0.0686689
3.00667,512.636,550.776,496.612,-7.77166,297.596,-324.039,0.498943,0.483347,0.0689635
3.01333,512.754,549.052,499.017,-5.90009,299.029,-328.48,0.499058,0.485687,0.0692957
3.02,512.7,549.377,499.775,-4.67474,297.742,-326.449,0.499005,0.486426,0.0689973
3.02667,511.732,548.815,494.88,-8.39226,298.437,-324.642,0.498063,0.481662,0.0691584
3.03333,511.667,547.76,497.293,-6.88472,299.394,-326.872,0.498,0.48401,0.0693802
3.04,511.554,547.593,499.021,-5.06135,297.401,-325.093,0.49789,0.485691,0.0689185
3.04667,510.719,548.437,494.982,-8.59721,296.389,-322.928,0.497077,0.481761,0.0686839
3.05333,511.106,546.979,496.831,-7.66588,297.333,-324.693,0.497454,0.48356,0.0689025
3.06,510.695,546.226,498.699,-4.30952,295.17,-324.158,0.497054,0.485379,0.0684013
3.06667,510.502,548.431,496.159,-8.34507,293.504,-321.972,0.496866,0.482906,0.0680152
3.07333,510.698,547.044,497.455,-7.57236,295.121,-323.067,0.497057,0.484168,0.0683901
3.08,510.598,547.1,500.426,-4.14301,293.076,-322.526,0.496959,0.487059,0.0679161
3.08667,510.921,549.934,498.262,-6.90199,291.831,-320.796,0.497274,0.484953,0.0676277
3.09333,510.636,549.406,499.89,-6.12091,292.648,-321.292,0.496996,0.486538,0.067817
3.1,511.29,548.855,502.542,-3.23994,291.316,-319.594,0.497633,0.489119,0.0675083
3.10667,511.318,552.233,500.726,-6.51684,290.227,-318.771,0.49766,0.487351,0.0672558
3.11333,511.148,551.556,501.725,-6.2751,291.177,-319.197,0.497495,0.488324,0.0674761
3.12,511.28,550.238,503.499,-4.00099,290.163,-317.826,0.497623,0.49005,0.067241
3.12667,511.5,552.602,501.987,-5.74762,289.453,-318.66,0.497838,0.488579,0.0670766
3.13333,510.09,551.533,501.707,-6.47125,291.088,-319.673,0.496465,0.488306,0.0674554
3.14,510.619,549.001,502.836,-3.77169,290.872,-318.565,0.49698,0.489405,0.0674054
3.14667,510.273,550.586,500.542,-4.62188,290.346,-319.663,0.496644,0.487172,0.0672835
3.15333,508.599,549.648,500.078,-5.72251,291.773,-320.6,0.495014,0.486721,0.0676142
3.16,509.723,547.255,500.813,-3.67881,291.924,-318.832,0.496108,0.487435,0.0676491
3.16667,509.113,548.737,499.047,-4.51954,291,-320.059,0.495514,0.485717,0.0674349
3.17333,507.527,548.542,498.141,-6.04897,293.206,-320.689,0.49397,0.484836,0.0679462
3.18,508.542,545.24,498.547,-4.01536,293.483,-319.825,0.494958,0.485231,0.0680105
3.18667,508.179,547.425,497.152,-4.96337,292.029,-320.804,0.494605,0.483873,0.0676734
3.19333,506.226,546.816,496.866,-6.1555,294.403,-320.867,0.492704,0.483594,0.0682235
3.2,506.726,544.621,497.059,-4.86924,292.96,-319.385,0.493191,0.483782,0.0678893
3.20667,507.815,547.702,496.986,-6.33876,290.554,-317.644,0.494251,0.483711,0.0673316
3.21333,506.492,548.703,498.682,-6.52355,291.171,-317.256,0.492963,0.485362,0.0674748
3.22,507.905,548.247,499.54,-6.76717,288.966,-313.306,0.494339,0.486197,0.0669636
3.22667,509.105,552.115,500.547,-7.78242,285.266,-309.714,0.495506,0.487177,0.0661062
3.23333,508.174,553.432,503.007,-8.4106,285.148,-309.526,0.494601,0.489571,0.0660789
3.24,509.649,552.966,503.191,-8.21199,283.825,-307.304,0.496036,0.48975,0.0657723
3.24667,511.36,556.178,504.566,-8.32603,281.097,-305.545,0.497701,0.491089,0.0651401
3.25333,510.625,556.786,505.861,-8.20827,283.463,-307.817,0.496986,0.492349,0.0656884
3.26,511.351,555.529,504.868,-7.71056,285.384,-308.296,0.497693,0.491382,0.0661335
3.26667,512.452,556.77,504.842,-8.09852,283.373,-307.994,0.498764,0.491357,0.0656675
3.27333,510.927,555.7,505.062,-8.23896,286.959,-310.292,0.49728,0.491571,0.0664985
3.28,510.403,552.985,502.356,-8.65322,289.262,-312.085,0.49677,0.488937,0.0670323
3.28667,511.282,553.692,501.086,-9.08517,287.384,-311.361,0.497625,0.487702,0.0665971
3.29333,508.854,551.543,501.573,-8.62002,290.177,-312.902,0.495263,0.488176,0.0672443
3.3,507.365,548.252,497.874,-8.99353,292.18,-315.204,0.493813,0.484575,0.0677086
3.30667,508.342,549.543,496.132,-11.2229,289.6,-311.848,0.494764,0.48288,0.0671105
3.31333,506.446,547.626,497.338,-9.71618,290.847,-311.85,0.492918,0.484053,0.0673997
3.32,504.904,545.769,494.55,-10.0559,292.771,-313.901,0.491418,0.48134,0.0678454
3.32667,506.475,548.37,493.855,-13.1973,289.151,-310.118,0.492946,0.480664,0.0670066
3.33333,505.106,547.007,496.809,-10.7787,289.958,-308.722,0.491614,0.483538,0.0671935
3.34,503.561,545.814,494.127,-11.0205,292.681,-311.629,0.490111,0.480929,0.0678246
3.34667,505.804,548.397,493.791,-13.1574,289.678,-309.802,0.492293,0.480602,0.0671286
3.35333,504.725,546.946,496.794,-11.6844,290.542,-309.244,0.491243,0.483525,0.0673289
3.36,503.152,544.271,493.539,-11.8962,295.077,-313.744,0.489712,0.480357,0.0683798
3.36667,504.736,546.267,491.675,-13.4749,293.593,-313.62,0.491254,0.478542,0.0680359
3.37333,503.318,543.335,493.859,-12.4372,293.705,-312.769,0.489874,0.480668,0.068062
3.38,501.208,540.002,490.331,-11.7807,298.965,-317.438,0.48782,0.477234,0.0692809
3.38667,501.817,541.887,487.775,-13.3584,297.771,-317.788,0.488413,0.474746,0.069004
3.39333,500.995,537.936,489.828,-11.5343,296.964,-317.059,0.487613,0.476745,0.0688172
3.4,498.468,534.577,486.226,-11.8681,302.679,-321.948,0.485153,0.473239,0.0701414
3.40667,499.252,536.12,482.867,-12.4919,302.629,-324.247,0.485917,0.469969,0.07013
3.41333,498.744,532.208,484.989,-11.519,302.384,-322.274,0.485422,0.472035,0.0700732
3.42,495.499,528.17,480.8,-11.8653,306.744,-326.431,0.482264,0.467958,0.0710834
3.42667,496.096,530.513,477.958,-13.3966,307.308,-328.407,0.482845,0.465191,0.0712142
3.43333,496.428,527.606,480.453,-12.7457,305.549,-325.025,0.483168,0.46762,0.0708065
3.44,493.359,523.272,476.789,-12.3042,309.06,-328.416,0.480181,0.464053,0.0716201
3.44667,494.332,526.596,474.577,-14.6673,309.489,-330.975,0.481128,0.461901,0.0717196
3.45333,494.31,524.768,477.842,-13.1983,305.897,-325.487,0.481106,0.465078,0.0708871
3.46,492.197,521.011,474.994,-13.4209,309.469,-327.393,0.47905,0.462306,0.0717149
3.46667,492.214,525.206,473.533,-14.7993,309.254,-330.14,0.479067,0.460884,0.071665
3.47333,493.724,524.299,476.707,-14.2397,305.016,-324.297,0.480536,0.463973,0.070683
3.48,491.76,520.939,475.674,-15.5857,306.905,-323.687,0.478624,0.462968,0.0711207
