t_s,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,Cd,Cl,Cm
3,105.632,-278.98,-258.217,1.03957,-39.0409,52.1133,0.102811,-0.251319,-0.00904716
3.00667,104.443,-277.63,-272.381,-6.25987,-54.5653,50.7856,0.101653,-0.265105,-0.0126447
3.01333,109.081,-279.223,-261.611,4.63354,-46.1248,46.9043,0.106167,-0.254623,-0.0106887
3.02,105.39,-279.163,-257.517,1.26675,-39.5693,51.9598,0.102575,-0.250639,-0.00916961
3.02667,104.084,-277.455,-272.005,-6.85485,-54.5964,51.4061,0.101304,-0.264739,-0.0126519
3.03333,109.01,-278.477,-261.918,3.5875,-46.6821,47.1767,0.106098,-0.254922,-0.0108179
3.04,105.59,-279.94,-257.284,1.61942,-39.6228,51.8492,0.10277,-0.250412,-0.00918202
3.04667,103.828,-277.553,-272.053,-6.36993,-54.1382,51.0525,0.101055,-0.264786,-0.0125457
3.05333,109.074,-278.587,-262.693,2.6813,-46.4977,47.2812,0.106161,-0.255676,-0.0107752
3.06,105.772,-279.98,-256.933,2.59323,-39.6576,51.4396,0.102947,-0.25007,-0.00919008
3.06667,103.62,-277.564,-271.712,-5.98071,-53.5156,50.8787,0.100852,-0.264454,-0.0124015
3.07333,109.063,-278.414,-263.587,1.83704,-46.3854,47.1124,0.10615,-0.256546,-0.0107492
3.08,105.752,-280.44,-256.913,2.73149,-38.8068,50.7053,0.102927,-0.25005,-0.0089929
3.08667,103.347,-277.666,-270.882,-4.92592,-53.9335,51.3164,0.100587,-0.263646,-0.0124983
3.09333,108.877,-277.843,-263.919,0.645735,-46.687,47.1588,0.105969,-0.256869,-0.010819
3.1,105.845,-280.853,-256.819,3.50812,-39.1205,50.6374,0.103018,-0.249959,-0.00906562
3.10667,103.43,-277.975,-270.764,-4.31283,-53.6069,50.9942,0.100667,-0.263531,-0.0124226
3.11333,108.764,-277.18,-264.205,-0.00856977,-46.176,46.7218,0.105859,-0.257148,-0.0107006
3.12,105.758,-280.504,-256.436,3.33219,-39.0511,50.4037,0.102933,-0.249586,-0.00904952
3.12667,103.294,-277.931,-269.952,-3.85039,-53.9239,50.7912,0.100535,-0.262742,-0.0124961
3.13333,108.507,-277.231,-264.967,-0.965876,-46.1187,47.1078,0.105608,-0.25789,-0.0106873
3.14,105.799,-280.571,-256.91,3.31185,-38.1977,49.7424,0.102973,-0.250048,-0.00885176
3.14667,103.225,-278.439,-269.725,-2.91502,-53.1438,50.1899,0.100468,-0.26252,-0.0123153
3.15333,108.676,-276.729,-265.126,-1.97479,-46.151,46.9678,0.105773,-0.258044,-0.0106948
3.16,106.03,-280.786,-257.42,3.04964,-38.3175,49.9588,0.103198,-0.250544,-0.00887953
3.16667,103.313,-279.034,-269.588,-2.15071,-53.3545,50.1919,0.100553,-0.262387,-0.0123641
3.17333,108.193,-276.467,-265.372,-2.33311,-46.6837,47.664,0.105303,-0.258284,-0.0108183
3.18,106.307,-281.237,-257.631,2.76784,-38.4891,49.9467,0.103468,-0.25075,-0.0089193
3.18667,102.94,-279.049,-269.451,-1.46116,-53.1723,50.3718,0.10019,-0.262254,-0.0123219
3.19333,108.409,-276.266,-265.378,-2.33989,-46.9571,47.6094,0.105513,-0.258289,-0.0108816
3.2,106.21,-280.564,-257.599,2.12257,-37.7734,49.7189,0.103373,-0.250718,-0.00875343
3.20667,102.781,-279.292,-268.82,-0.235159,-53.7612,50.2554,0.100035,-0.261639,-0.0124584
3.21333,108.269,-276.116,-265.708,-3.15072,-47.2797,47.8952,0.105377,-0.25861,-0.0109564
3.22,106.22,-280.185,-257.572,1.4193,-38.0834,49.7837,0.103383,-0.250692,-0.00882528
3.22667,102.504,-279.621,-268.364,0.507037,-53.8869,50.4144,0.0997659,-0.261195,-0.0124875
3.23333,107.895,-276.019,-265.084,-3.52855,-47.7468,48.3034,0.105013,-0.258003,-0.0110646
3.24,106.21,-279.656,-257.69,0.471842,-37.758,49.5987,0.103373,-0.250807,-0.00874986
3.24667,102.547,-279.499,-267.924,1.15592,-53.3714,50.2648,0.0998075,-0.260767,-0.012368
3.25333,107.775,-276.034,-265.215,-3.5624,-48.1873,48.0096,0.104896,-0.258131,-0.0111667
3.26,106.375,-279.101,-257.858,0.0666017,-37.5197,49.3392,0.103533,-0.250971,-0.00869465
3.26667,101.984,-279.848,-267.689,2.11378,-53.2115,50.2913,0.0992598,-0.260539,-0.012331
3.27333,107.578,-275.696,-264.878,-2.98295,-48.2069,48.175,0.104705,-0.257803,-0.0111713
3.28,106.351,-278.756,-257.904,-1.00546,-37.5162,49.3965,0.10351,-0.251015,-0.00869383
3.28667,101.995,-279.707,-267.54,2.50014,-53.1398,49.9604,0.0992711,-0.260394,-0.0123144
3.29333,107.208,-275.669,-264.812,-2.81909,-49.0814,48.4715,0.104345,-0.257738,-0.0113739
3.3,106.42,-278.179,-258.214,-1.64532,-37.5218,49.6721,0.103577,-0.251316,-0.00869513
3.30667,102.231,-280.156,-267.381,3.25272,-52.6578,49.4657,0.0995004,-0.260239,-0.0122027
3.31333,107.216,-276.369,-264.844,-2.55476,-49.0897,48.1265,0.104352,-0.25777,-0.0113758
3.32,106.419,-277.633,-258.183,-2.00183,-37.136,49.7604,0.103576,-0.251286,-0.00860572
3.32667,102.079,-280.392,-267.195,3.32719,-52.6003,49.2859,0.0993523,-0.260058,-0.0121894
3.33333,107.004,-276.345,-264.438,-2.46795,-49.6347,48.1734,0.104145,-0.257375,-0.0115021
3.34,106.839,-277.443,-258.558,-3.06415,-37.044,50.0507,0.103985,-0.251652,-0.00858441
3.34667,102.141,-280.091,-267.23,3.83551,-51.9384,49.5352,0.0994126,-0.260092,-0.012036
3.35333,107.065,-276.867,-264.772,-1.59096,-49.6153,48.2574,0.104205,-0.2577,-0.0114976
3.36,106.543,-277.095,-258.586,-3.45856,-36.9981,50.0232,0.103698,-0.251679,-0.00857378
3.36667,102.181,-279.941,-267.603,3.25124,-51.5175,49.4043,0.0994519,-0.260455,-0.0119384
3.37333,106.764,-277.172,-264.43,-1.21648,-50.1959,48.1104,0.103912,-0.257367,-0.0116322
3.38,106.702,-277.014,-258.642,-4.21601,-37.2786,50.0424,0.103852,-0.251733,-0.00863878
3.38667,102.048,-280.051,-267.454,3.5593,-51.1366,49.009,0.0993223,-0.26031,-0.0118502
3.39333,106.421,-277.32,-264.361,-0.100449,-50.7078,48.6213,0.103578,-0.257299,-0.0117508
3.4,106.595,-276.358,-258.664,-4.55277,-37.3501,50.6987,0.103748,-0.251755,-0.00865534
3.40667,101.983,-279.457,-267.263,2.99487,-50.8119,49.0311,0.099259,-0.260124,-0.0117749
3.41333,106.348,-277.919,-264.639,0.14132,-51.3795,48.5178,0.103508,-0.257571,-0.0119065
3.42,106.672,-276.261,-258.052,-4.84072,-37.5274,50.331,0.103823,-0.25116,-0.00869643
3.42667,102.044,-278.834,-266.902,2.62933,-50.6782,49.484,0.0993184,-0.259772,-0.0117439
3.43333,105.87,-277.772,-264.262,0.842822,-51.919,48.4604,0.103042,-0.257204,-0.0120315
3.44,106.489,-276.024,-257.767,-5.20069,-38.1112,51.2441,0.103645,-0.250882,-0.00883171
3.44667,101.7,-278.132,-266.921,2.07577,-50.3461,49.4646,0.0989834,-0.259792,-0.011667
3.45333,105.849,-277.946,-264.132,1.61057,-52.0704,47.9846,0.103021,-0.257077,-0.0120666
3.46,106.61,-275.65,-257.402,-5.23602,-38.0504,50.7936,0.103763,-0.250526,-0.00881764
3.46667,101.692,-277.496,-266.73,1.66186,-49.4149,49.8311,0.0989759,-0.259605,-0.0114512
3.47333,105.643,-278.186,-264.273,2.08769,-52.0198,47.7567,0.102821,-0.257214,-0.0120548
3.48,106.573,-275.729,-257.272,-4.97407,-38.0822,51.2451,0.103726,-0.2504,-0.008825
3.48667,101.775,-277.098,-266.872,1.32918,-49.1265,49.4637,0.0990567,-0.259743,-0.0113843
3.49333,105.494,-278.367,-264.501,2.6894,-51.8928,47.799,0.102676,-0.257436,-0.0120254
3.5,106.963,-276.149,-256.787,-5.05441,-38.632,50.664,0.104106,-0.249928,-0.0089524
3.50667,101.824,-276.505,-267.045,0.641491,-48.6389,49.4921,0.0991043,-0.259912,-0.0112714
3.51333,105.53,-278.719,-265.183,2.67768,-51.9117,47.336,0.102711,-0.258099,-0.0120298
3.52,107.045,-276.633,-257.262,-5.23731,-38.102,50.7762,0.104186,-0.25039,-0.00882958
3.52667,101.942,-276.476,-267.113,0.138906,-48.5032,49.5089,0.099219,-0.259978,-0.0112399
3.53333,105.392,-278.784,-265.13,3.2839,-52.0502,47.0903,0.102577,-0.258048,-0.0120619
3.54,107.171,-277.092,-256.812,-4.72758,-38.5457,50.4424,0.104308,-0.249953,-0.0089324
3.54667,101.756,-275.644,-266.888,-0.681956,-47.9085,49.3095,0.0990377,-0.259759,-0.0111021
3.55333,105.274,-279.028,-265.611,3.66385,-52.0811,46.9094,0.102462,-0.258517,-0.012069
3.56,107.1,-277.678,-256.856,-4.53348,-38.7779,50.7912,0.10424,-0.249995,-0.00898622
3.56667,101.86,-275.438,-266.914,-0.759647,-48.1995,50.1379,0.099139,-0.259785,-0.0111695
3.57333,105.242,-278.779,-265.726,3.93037,-52.2602,46.9811,0.102431,-0.258629,-0.0121105
3.58,107.098,-278.448,-256.815,-4.01094,-38.8901,50.9356,0.104237,-0.249956,-0.00901221
3.58667,101.781,-275.16,-266.747,-1.19475,-47.7845,49.8942,0.0990626,-0.259622,-0.0110734
3.59333,104.909,-278.29,-266.14,3.46973,-52.5038,46.8537,0.102107,-0.259031,-0.012167
3.6,107.301,-278.728,-256.417,-3.65239,-39.5322,50.4318,0.104435,-0.249568,-0.00916102
3.60667,101.859,-274.512,-265.972,-1.41573,-47.2061,50.2365,0.0991382,-0.258867,-0.0109393
3.61333,104.636,-277.958,-266.197,3.75054,-51.9072,46.897,0.101841,-0.259087,-0.0120287
3.62,107.111,-278.829,-255.949,-3.13102,-39.6728,50.3078,0.10425,-0.249113,-0.00919359
