t_s,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,Cd,Cl,Cm
3.77,141.339,-43.8945,-358.543,-26.3413,-78.6831,-24.1331,0.137564,-0.348966,-0.0182337
3.78,102.108,-73.5896,-321.726,-7.55608,-32.954,26.7483,0.0993811,-0.313132,-0.00763661
3.79,106.103,1.61092,-324.009,-2.1901,-31.0725,19.0689,0.103269,-0.315354,-0.00720059
3.8,143.461,-34.6226,-361.126,-26.6031,-80.171,-28.7851,0.139629,-0.35148,-0.0185785
3.81,106.146,-80.5428,-322.87,-8.18742,-35.7724,23.1329,0.103311,-0.314245,-0.00828973
3.82,99.9976,-2.05627,-321.038,-0.979967,-26.4671,27.2359,0.0973266,-0.312463,-0.00613336
3.83,145.547,-24.1471,-362.421,-27.81,-79.6806,-33.0002,0.14166,-0.352741,-0.0184648
3.84,110.523,-86.1605,-325.025,-8.78424,-39.1359,19.681,0.107571,-0.316343,-0.00906918
3.85,93.6912,-7.44726,-317.936,1.64419,-22.494,35.3341,0.0911886,-0.309444,-0.00521266
3.86,146.687,-13.8508,-363.256,-28.1919,-80.2457,-36.1766,0.142769,-0.353554,-0.0185958
3.87,115.611,-89.6607,-327.808,-10.1282,-42.5617,14.4227,0.112523,-0.319052,-0.00986305
3.88,87.9567,-14.1417,-314.885,2.00896,-19.2434,42.1686,0.0856073,-0.306475,-0.00445937
3.89,146.746,-4.24835,-364.095,-27.9791,-78.5452,-37.4978,0.142826,-0.35437,-0.0182017
3.9,121.542,-92.0672,-330.845,-11.0361,-47.0335,8.42278,0.118295,-0.322008,-0.0108993
3.91,82.8618,-22.3651,-312.391,4.41179,-16.7193,49.6924,0.0806485,-0.304047,-0.00387445
3.92,144.83,4.88829,-363.178,-27.9197,-76.5464,-38.2517,0.140961,-0.353477,-0.0177385
3.93,128.297,-92.1828,-334.126,-13.0293,-50.7837,1.68778,0.12487,-0.325201,-0.0117684
3.94,77.6769,-31.7931,-310.085,5.72312,-15.7035,56.508,0.0756021,-0.301803,-0.00363906
3.95,142.507,13.1429,-362.601,-27.3915,-74.5563,-37.3858,0.1387,-0.352915,-0.0172774
3.96,135.246,-90.7771,-337.818,-14.1131,-54.798,-6.50891,0.131634,-0.328795,-0.0126986
3.97,73.8781,-41.4344,-307.806,5.7642,-13.4058,62.5106,0.0719047,-0.299584,-0.00310659
3.98,138.595,20.5226,-360.097,-27.3544,-70.5972,-35.822,0.134893,-0.350479,-0.0163599
3.99,142.118,-87.0313,-341.286,-15.704,-59.1976,-13.8177,0.138322,-0.33217,-0.0137182
4,71.3328,-52.1188,-306.634,6.4879,-13.5838,67.1715,0.0694274,-0.298444,-0.00314784
4.01,133.53,26.2398,-358.139,-25.6985,-66.9816,-32.4497,0.129963,-0.348572,-0.015522
4.02,149.63,-82.049,-345.133,-17.0854,-62.5627,-22.3946,0.145633,-0.335914,-0.014498
4.03,69.7407,-62.3586,-305.99,6.93309,-14.2429,71.2125,0.0678779,-0.297817,-0.00330058
4.04,127.728,30.0726,-355.599,-24.6027,-63.9189,-27.513,0.124317,-0.346101,-0.0148123
4.05,155.94,-75.3357,-347.449,-18.1973,-66.1546,-29.9255,0.151775,-0.338168,-0.0153304
4.06,69.8679,-72.2607,-306.359,6.84253,-15.968,73.6011,0.0680017,-0.298176,-0.00370034
4.07,120.691,32.3924,-351.879,-23.5745,-60.2298,-21.2811,0.117467,-0.34248,-0.0139574
4.08,161.915,-67.4407,-350.047,-19.4206,-68.5505,-38.2237,0.15759,-0.340696,-0.0158856
4.09,71.3347,-81.78,-306.873,5.96296,-17.9005,74.6693,0.0694293,-0.298677,-0.00414819
4.1,113.689,32.6162,-348.742,-22.2727,-55.9844,-14.4897,0.110652,-0.339427,-0.0129736
4.11,167.006,-58.4626,-352.258,-19.8464,-69.3864,-44.9724,0.162545,-0.342849,-0.0160793
4.12,74.2697,-89.9912,-308.184,5.33104,-20.462,74.0786,0.0722859,-0.299952,-0.00474178
4.13,106.035,31.0425,-345.727,-20.5892,-51.9553,-6.66865,0.103203,-0.336492,-0.0120399
4.14,170.476,-48.758,-354.861,-19.4527,-70.3738,-51.3783,0.165922,-0.345382,-0.0163081
4.15,78.6936,-97.3756,-311.006,4.61472,-22.5297,71.9189,0.0765917,-0.302699,-0.00522093
4.16,98.3359,27.3887,-342.986,-19.2211,-47.7725,0.551188,0.0957092,-0.333825,-0.0110706
4.17,173.089,-38.9588,-356.386,-20.1446,-69.5197,-56.6748,0.168466,-0.346867,-0.0161102
4.18,84.0512,-102.946,-312.714,4.04237,-25.2307,68.276,0.0818061,-0.304361,-0.00584685
4.19,91.5517,22.2656,-340.097,-17.6286,-44.9172,9.3885,0.0891063,-0.331013,-0.0104089
4.2,173.605,-29.0673,-357.319,-20.6892,-69.3819,-60.3012,0.168967,-0.347775,-0.0160782
4.21,90.815,-106.897,-315.062,3.70855,-29.8783,63.7089,0.0883892,-0.306646,-0.00692387
4.22,84.9111,15.7105,-336.251,-16.6326,-43.5849,17.3283,0.0826431,-0.327269,-0.0101002
4.23,172.687,-19.1447,-356.931,-19.8676,-69.9085,-62.5648,0.168074,-0.347397,-0.0162003
4.24,97.551,-109.033,-316.948,1.73215,-32.9066,57.7515,0.0949453,-0.308482,-0.00762562
4.25,79.2037,8.35098,-333.598,-15.9531,-42.2175,25.9103,0.0770881,-0.324687,-0.00978329
4.26,169.954,-10.6335,-355.745,-19.8976,-68.4256,-63.2415,0.165414,-0.346243,-0.0158566
4.27,105.012,-109.301,-320.122,0.736956,-35.9829,50.37,0.102207,-0.311571,-0.00833851
4.28,75.7761,-0.593277,-331.573,-14.4801,-40.5217,32.3017,0.073752,-0.322716,-0.00939033
4.29,166.322,-2.90171,-355.22,-19.0985,-66.2388,-62.1845,0.161879,-0.345731,-0.0153499
4.3,112.305,-107.631,-324.091,-0.650051,-38.8595,42.859,0.109305,-0.315435,-0.00900512
4.31,73.1636,-9.84001,-330.085,-14.1597,-38.8808,38.4655,0.0712093,-0.321268,-0.00901006
4.32,161.371,3.67097,-354.416,-17.9229,-63.7986,-59.1054,0.15706,-0.344949,-0.0147844
4.33,118.895,-104.304,-326.972,-1.51336,-41.3512,34.8932,0.11572,-0.318238,-0.00958254
4.34,72.171,-19.3252,-329.086,-14.2664,-38.0288,42.1935,0.0702432,-0.320296,-0.00881262
4.35,155.095,8.50152,-352.519,-17.2609,-61.7453,-56.0163,0.150953,-0.343103,-0.0143086
4.36,125.018,-99.5373,-331.054,-2.78467,-43.7486,26.8107,0.121679,-0.322212,-0.0101381
