t_s,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,Cd,Cl,Cm
3,96.526,-66.6648,-381.84,10.8219,-40.091,7.29392,0.0939477,-0.371641,-0.00929051
3.00667,79.365,-37.7334,-388.866,-18.8237,-51.7329,30.8078,0.0772451,-0.378479,-0.0119884
3.01333,130.181,-24.6695,-396.027,-30.0733,-62.9281,-26.6128,0.126704,-0.385449,-0.0145827
3.02,96.4561,-66.5024,-381.679,10.5651,-39.8453,7.46023,0.0938797,-0.371484,-0.00923356
3.02667,78.7862,-38.1575,-389.903,-18.3174,-52.3484,31.3834,0.0766818,-0.379488,-0.012131
3.03333,130.739,-24.3342,-394.96,-30.7581,-62.094,-27.1358,0.127247,-0.38441,-0.0143894
3.04,96.7337,-66.5162,-381.636,10.542,-40.0037,7.57592,0.0941498,-0.371442,-0.00927029
3.04667,77.6928,-38.3986,-391.323,-17.135,-53.0728,31.5907,0.0756175,-0.38087,-0.0122988
3.05333,131.182,-24.736,-394.69,-31.8538,-62.2691,-28.0291,0.127678,-0.384147,-0.01443
3.06,97.2093,-66.3453,-381.536,9.76487,-39.9016,7.17511,0.0946127,-0.371345,-0.00924662
3.06667,76.9709,-38.6842,-392.882,-16.3732,-53.7104,31.7793,0.0749149,-0.382388,-0.0124466
3.07333,131.781,-24.8677,-394.327,-32.2501,-61.1432,-28.8402,0.128261,-0.383794,-0.0141691
3.08,98.2509,-66.0732,-380.79,9.58149,-38.757,6.81326,0.0956266,-0.370619,-0.00898137
3.08667,76.1887,-38.9274,-394.436,-15.7103,-53.2173,32.4851,0.0741537,-0.3839,-0.0123323
3.09333,132.191,-25.1572,-394.266,-32.3473,-59.3922,-29.0358,0.12866,-0.383735,-0.0137633
3.1,98.8649,-65.5785,-380.486,9.30731,-36.7873,6.09749,0.0962241,-0.370323,-0.00852492
3.10667,75.2968,-39.5204,-396.65,-14.2504,-53.7818,33.2004,0.0732856,-0.386056,-0.0124632
3.11333,132.321,-25.2089,-394.125,-32.6299,-59.6469,-29.2926,0.128786,-0.383597,-0.0138223
3.12,98.9246,-65.0606,-379.815,8.60692,-37.3094,5.9423,0.0962823,-0.369669,-0.00864591
3.12667,74.6009,-39.5404,-397.275,-13.7429,-55.6212,34.0767,0.0726082,-0.386664,-0.0128894
3.13333,132.285,-25.5399,-393.605,-32.8713,-60.9086,-28.9338,0.128751,-0.383092,-0.0141147
3.14,99.372,-64.5537,-378.043,7.99776,-38.1007,5.11871,0.0967177,-0.367946,-0.00882929
3.14667,73.5102,-39.6817,-397.801,-13.229,-56.6018,35.1755,0.0715467,-0.387176,-0.0131167
3.15333,131.992,-25.9679,-393.053,-33.4604,-60.8395,-28.9581,0.128467,-0.382554,-0.0140987
3.16,99.969,-63.9422,-376.161,7.37667,-37.5482,4.18686,0.0972987,-0.366113,-0.00870126
3.16667,72.8412,-39.3183,-398.02,-12.7038,-57.3333,35.542,0.0708955,-0.387389,-0.0132862
3.17333,132.205,-26.3469,-393.03,-32.9182,-60.7733,-28.2622,0.128673,-0.382532,-0.0140833
3.18,100.103,-63.1886,-374.686,6.03826,-37.2767,3.21617,0.0974291,-0.364677,-0.00863834
3.18667,72.2985,-39.4962,-398.42,-12.3137,-58.0894,36.3465,0.0703673,-0.387778,-0.0134614
3.19333,132.228,-26.7467,-393.424,-33.0321,-61.0108,-28.3241,0.128696,-0.382915,-0.0141384
3.2,100.621,-62.881,-373.687,6.15513,-36.6129,1.95278,0.0979332,-0.363706,-0.00848451
3.20667,71.7233,-39.6071,-398.971,-11.6088,-58.9891,36.758,0.0698075,-0.388314,-0.0136699
3.21333,131.881,-27.5411,-393.851,-32.1834,-62.0259,-27.6587,0.128359,-0.383331,-0.0143736
3.22,101.011,-62.2769,-372.382,5.35448,-36.4918,0.92859,0.0983126,-0.362435,-0.00845644
3.22667,71.1885,-39.309,-399.435,-11.1768,-59.2255,37.3194,0.069287,-0.388765,-0.0137247
3.23333,132.334,-28.2235,-394.933,-32.0161,-60.6365,-26.926,0.128799,-0.384384,-0.0140516
3.24,101.762,-61.781,-372.089,5.26122,-34.8412,-0.141476,0.0990441,-0.36215,-0.00807394
3.24667,71.0404,-39.1011,-399.931,-11.0437,-58.3838,37.1927,0.0691428,-0.389248,-0.0135296
3.25333,132.333,-29.3377,-396.54,-31.8008,-60.2219,-25.9134,0.128799,-0.385948,-0.0139556
3.26,102.095,-61.4246,-371.441,4.36128,-32.6924,-1.55774,0.0993681,-0.361519,-0.00757599
3.26667,70.7464,-38.6222,-400.392,-11.1722,-58.0963,37.2786,0.0688567,-0.389697,-0.013463
